"observationID","ignore","phylum","class","order","family","genus","specificEpithet","sex","measurementType","measurementValue","measurementUnit","temperature","respiratoryQuotient","sampleSizeValue","comments","reference","inTextReference","publicationYear","fullReference","measurementMethod","metadataComment"
209,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1570,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
210,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",61,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
210,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1490,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
211,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",51,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
211,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1310,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
212,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",81.6,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
212,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1350,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
213,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1450,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
214,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",79.4,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
214,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1274,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
215,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",81.6,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
215,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1130,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
216,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",74,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
216,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1377,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
217,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",50,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
217,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1480,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
218,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",65.8,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
218,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1310,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
219,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",74.8,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
219,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1410,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
220,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",74.3,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
220,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1360,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
221,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1300,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
222,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","body mass",57,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
222,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","female","brain size",1351,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
223,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","body mass",68,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
223,"","Chordata","Mammalia","Primates","Hominidae","Homo","sapiens","male","brain size",1411,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
224,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","female","body mass",52.4,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
224,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","female","brain size",7.23,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
225,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","body mass",109,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
225,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","brain size",8.4,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
226,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","body mass",173,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
226,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","brain size",11.2,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
227,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","body mass",205,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
227,"","Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","male","brain size",14.08,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
228,"","Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus","acutus","male","body mass",134,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
228,"","Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus","acutus","male","brain size",15.6,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
229,"","Chordata","Reptilia","Squamata","Helodermatidae","Heloderma","suspectum","female","body mass",0.514,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
229,"","Chordata","Reptilia","Squamata","Helodermatidae","Heloderma","suspectum","female","brain size",0.729,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
230,"","Chordata","Reptilia","Squamata","Iguanidae","Amblyrhynchus","cristatus","female","body mass",4.19,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
230,"","Chordata","Reptilia","Squamata","Iguanidae","Amblyrhynchus","cristatus","female","brain size",1.44,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
231,"","Chordata","Reptilia","Squamata","Lacertidae","Lacerta","viridis","female","body mass",0.026,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
231,"","Chordata","Reptilia","Squamata","Lacertidae","Lacerta","viridis","female","brain size",0.134,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
232,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","female","body mass",0.59,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
232,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","female","brain size",0.271,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
233,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","male","body mass",0.286,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
233,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","male","brain size",0.303,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
234,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","female","body mass",0.417,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
234,"","Chordata","Reptilia","Squamata","Colubridae","Coluber","constrictor","female","brain size",0.299,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
235,"","Chordata","Reptilia","Squamata","Boidae","Boa","constrictor","female","body mass",1.829,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
235,"","Chordata","Reptilia","Squamata","Boidae","Boa","constrictor","female","brain size",0.44,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
236,"","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","female","body mass",0.052,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
236,"","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","female","brain size",0.077,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
237,"","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","","body mass",0.057,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
237,"","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","sirtalis","","brain size",0.123,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
238,"","Chordata","Reptilia","Squamata","Pythonidae","Python ","bivittatus","male","body mass",6.14,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
238,"","Chordata","Reptilia","Squamata","Pythonidae","Python ","bivittatus","male","brain size",1.123,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
239,"","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","piscivorus","female","body mass",0.728,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
239,"","Chordata","Reptilia","Squamata","Viperidae","Agkistrodon","piscivorus","female","brain size",0.64,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
240,"","Chordata","Reptilia","Testudines","Emydidae","Clemmys","guttata","male","body mass",2.163,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
240,"","Chordata","Reptilia","Testudines","Emydidae","Clemmys","guttata","male","brain size",1.36,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
241,"","Chordata","Reptilia","Testudines","Chelydridae","Chelydra","serpentina","female","body mass",5.125,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
241,"","Chordata","Reptilia","Testudines","Chelydridae","Chelydra","serpentina","female","brain size",0.98,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
242,"","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","mydas","female","body mass",68.04,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
242,"","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","mydas","female","brain size",5.82,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
243,"","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","mydas","male","body mass",114.3,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
243,"","Chordata","Reptilia","Testudines","Cheloniidae","Chelonia","mydas","male","brain size",8.6,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
244,"","Chordata","Reptilia","Testudines","Trionychidae","Apalone","forex","female","body mass",3.253,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
244,"","Chordata","Reptilia","Testudines","Trionychidae","Apalone","forex","female","brain size",2.5,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
245,"","Chordata","Reptilia","Testudines","Chelydridae","Macrochelys","lacertina","male","body mass",1.848,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
245,"","Chordata","Reptilia","Testudines","Chelydridae","Macrochelys","lacertina","male","brain size",1.01,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
246,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","","body mass",3.172,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
246,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","","brain size",18.34,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
247,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","","body mass",3.627,"kg",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
247,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","","brain size",21.85,"g",,,3,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
248,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","male","body mass",4.559,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
248,"","Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","punctata","male","brain size",48,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
249,"","Chordata","Mammalia","Rodentia","Castoridae","Castor","canadensis","male","body mass",4.18,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
249,"","Chordata","Mammalia","Rodentia","Castoridae","Castor","canadensis","male","brain size",25.48,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
250,"","Chordata","Mammalia","Rodentia","Castoridae","Castor","canadensis","female","body mass",5.83,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
250,"","Chordata","Mammalia","Rodentia","Castoridae","Castor","canadensis","female","brain size",29.52,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
251,"","Chordata","Mammalia","Rodentia","Caviidae","Hydrochoerus","isthmius","","body mass",27.67,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
251,"","Chordata","Mammalia","Rodentia","Caviidae","Hydrochoerus","isthmius","","brain size",52.21,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
252,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","striatus","female","brain size",1.6,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
252,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","striatus","female","body mass",0.075,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
253,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","striatus","male","brain size",2.22,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
254,"","Chordata","Mammalia","Rodentia","Sciuridae","Tamias","striatus","male","brain size",1.73,"g",,,4,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
255,"","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","sp.","female","brain size",1.33,"g",,,5,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
256,"","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","sp.","female","brain size",1.2,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
257,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","","body mass",0.351,"kg",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
257,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","","brain size",3.63,"g",,,1,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
258,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","body mass",0.361,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
258,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","brain size",4.1,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
259,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","body mass",0.324,"kg",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
259,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","brain size",3.8,"g",,,2,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
260,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","body mass",0.21494,"kg",,,56,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
260,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","brain size",3.32,"g",,,56,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
261,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","body mass",0.21457,"kg",,,46,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
261,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","male","brain size",3.28,"g",,,46,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
262,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","body mass",0.432,"kg",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","",
262,"","Chordata","Mammalia","Rodentia","Caviidae","Cavia","porcellus","female","brain size",4,"g",,,10,"",138,"Crile & Quiring, 1940",1940,"Crile, G., & Quiring, D. P. (1940). A record of the body weight and certain organ and gland weights of 3690 animals. Ohio Journal of Science","brain weighed",
